name,organization,parameters,release_date,family,macro-family
Gemini-2.5-Flash,Google,unknown,381,Gemini 2.5 Flash,Gemini 2.5
gemini-2.5-flash,Google,unknown,381,Gemini 2.5 Flash,Gemini 2.5
gemini-2.5-flash (think),Google,unknown,381,Gemini 2.5 Flash,Gemini 2.5
Gemini-2.5-Flash-04-17,Google,unknown,381,Gemini 2.5 Flash,Gemini 2.5
Gemini-2.5-Flash-05-20,Google,unknown,348,Gemini 2.5 Flash,Gemini 2.5
Gemini-2.5-Pro,Google,unknown,404,Gemini 2.5 Pro,Gemini 2.5
gemini-2.5-pro,Google,unknown,404,Gemini 2.5 Pro,Gemini 2.5
gemini-2.5-pro*,Google,unknown,404,Gemini 2.5 Pro,Gemini 2.5
Gemini-2.5-Pro-03-25,Google,unknown,404,Gemini 2.5 Pro,Gemini 2.5
Gemini-2.5-Pro-05-06,Google,unknown,362,Gemini 2.5 Pro,Gemini 2.5
Gemini-2.5-Pro-06-05,Google,unknown,333,Gemini 2.5 Pro,Gemini 2.5
Gemini-3-Pro-Preview,Google,unknown,166,Gemini 3 Pro,Gemini 3
gemini-3-pro-preview,Google,unknown,166,Gemini 3 Pro,Gemini 3
gemini-3.1-pro,Google,unknown,73,Gemini 3.1 Pro,Gemini 3
Gemini-Exp-1206,Google,unknown,513,Gemini Exp 1206,Gemini 2.0
gemini-exp-1206,Google,unknown,513,Gemini Exp 1206,Gemini 2.0
gemini-exp-1206-FC,Google,unknown,513,Gemini Exp 1206,Gemini 2.0
Gemini-Flash-1.5-002,Google,unknown,586,Gemini 1.5 Flash,Gemini 1.5
Gemini-Flash-2.0-Exp,Google,unknown,507,Gemini 2.0 Flash,Gemini 2.0
Gemini-Flash-2.0-Exp (N=10),Google,unknown,507,Gemini 2.0 Flash,Gemini 2.0
Gemini-Flash-2.0-Thinking,Google,unknown,467,Gemini 2.0 Flash Thinking,Gemini 2.0
Gemini-Flash-2.0-Thinking-01-21,Google,unknown,467,Gemini 2.0 Flash Thinking,Gemini 2.0
Gemini-Flash-2.0-Thinking-12-19,Google,unknown,500,Gemini 2.0 Flash Thinking,Gemini 2.0
Gemini-Pro-1.5-002,Google,unknown,586,Gemini 1.5 Pro,Gemini 1.5
gemini_pro,Google,unknown,872,Gemini 1.0 Pro,Gemini 1.0
gemini_ultra,Google,unknown,808,Gemini 1.0 Ultra,Gemini 1.0
GeminiFlash1-5,Google,unknown,719,Gemini 1.5 Flash,Gemini 1.5
GeminiFlash1-5-002,Google,unknown,586,Gemini 1.5 Flash,Gemini 1.5
GeminiFlash2-0,Google,unknown,452,Gemini 2.0 Flash,Gemini 2.0
GeminiPro1-0,Google,unknown,872,Gemini 1.0 Pro,Gemini 1.0
GeminiPro1-5,Google,unknown,719,Gemini 1.5 Pro,Gemini 1.5
GeminiPro1-5-002,Google,unknown,586,Gemini 1.5 Pro,Gemini 1.5
GeminiPro2-0,Google,unknown,452,Gemini 2.0 Pro,Gemini 2.0
GeminiPro2-5,Google,unknown,404,Gemini 2.5 Pro,Gemini 2.5
GeminiProVision,Google,unknown,872,Gemini 1.0 Pro Vision,Gemini 1.0
gemma-7b,Google,7,802,Gemma 7B,Gemma
Gemma3-12B,Google,12,417,Gemma 3 12B,Gemma 3
Gemma3-27B,Google,27,417,Gemma 3 27B,Gemma 3
Gemma3-4B,Google,4,417,Gemma 3 4B,Gemma 3
GLM 4.5,Z.AI,355,279,GLM-4.5,GLM-4.5
GLM 4.5 Air,Z.AI,106,279,GLM-4.5 Air,GLM-4.5
GLM 4.5V,Z.AI,unknown,unknown,GLM-4.5V,GLM-4.5
GLM 4.6,Z.AI,unknown,215,GLM-4.6,GLM-4.6
GLM 4.7,Z.AI,unknown,132,GLM-4.7,GLM-4.7
GLM 5,Z.AI,unknown,unknown,GLM-5,GLM-5
glm-4.6,Z.AI,unknown,215,GLM-4.6,GLM-4.6
GLM-4.6,Z.AI,unknown,215,GLM-4.6,GLM-4.6
glm-4v-9b,Zhipu AI,9,697,GLM-4V 9B,GLM-4V
GLM4V,Zhipu AI,unknown,829,GLM-4V,GLM-4V
GLM4V_PLUS,Zhipu AI,unknown,unknown,GLM-4V Plus,GLM-4V
GLM4V_PLUS_20250111,Zhipu AI,unknown,477,GLM-4V Plus,GLM-4V
google/gemini-1.5-flash-001,Google,unknown,719,Gemini 1.5 Flash,Gemini 1.5
google/gemini-1.5-pro-exp-0801,Google,unknown,640,Gemini 1.5 Pro,Gemini 1.5
google/gemma-2-27b-it,Google,27,675,Gemma 2 27B,Gemma 2
google_gemma-2-27b-it,Google,27,675,Gemma 2 27B,Gemma 2
google_gemma-2-2b-it,Google,2,675,Gemma 2 2B,Gemma 2
google_gemma-2-9b-it,Google,9,675,Gemma 2 9B,Gemma 2
GPT OSS 120B (high),OpenAI,120,unknown,GPT OSS 120B,GPT OSS
GPT OSS 20B (high),OpenAI,20,unknown,GPT OSS 20B,GPT OSS
gpt-3.5-turbo,OpenAI,unknown,1146,GPT-3.5 Turbo,GPT-3.5
gpt-3.5-turbo-0125,OpenAI,unknown,829,GPT-3.5 Turbo,GPT-3.5
gpt-3.5-turbo-0125-FC,OpenAI,unknown,829,GPT-3.5 Turbo,GPT-3.5
gpt-3.5-turbo-1106,OpenAI,unknown,908,GPT-3.5 Turbo,GPT-3.5
gpt-4,OpenAI,unknown,1146,GPT-4,GPT-4
GPT-4,OpenAI,unknown,1146,GPT-4,GPT-4
gpt-4-0125-preview,OpenAI,unknown,829,GPT-4 Turbo,GPT-4
gpt-4-0613,OpenAI,unknown,1055,GPT-4,GPT-4
GPT-4-0613,OpenAI,unknown,1055,GPT-4,GPT-4
gpt-4-turbo,OpenAI,unknown,908,GPT-4 Turbo,GPT-4
GPT-4-Turbo-1106,OpenAI,unknown,908,GPT-4 Turbo,GPT-4
GPT-4-Turbo-2024-04-09,OpenAI,unknown,754,GPT-4 Turbo,GPT-4
gpt-4-turbo-2024-04-09,OpenAI,unknown,754,GPT-4 Turbo,GPT-4
gpt-4-turbo-2024-04-09-FC,OpenAI,unknown,754,GPT-4 Turbo,GPT-4
gpt-4o,OpenAI,unknown,720,GPT-4o,GPT-4o
GPT-4o,OpenAI,unknown,720,GPT-4o,GPT-4o
GPT-4O-2024-05-13,OpenAI,unknown,720,GPT-4o,GPT-4o
gpt-4o-2024-05-13,OpenAI,unknown,720,GPT-4o,GPT-4o
gpt-4o-2024-05-13 (repeat_user_prompt),OpenAI,unknown,720,GPT-4o,GPT-4o
gpt-4o-2024-05-13 (spotlighting_with_delimiting),OpenAI,unknown,720,GPT-4o,GPT-4o
gpt-4o-2024-05-13 (tool_filter),OpenAI,unknown,720,GPT-4o,GPT-4o
gpt-4o-2024-05-13 (transformers_pi_detector),OpenAI,unknown,720,GPT-4o,GPT-4o
GPT-4O-2024-08-06,OpenAI,unknown,635,GPT-4o,GPT-4o
gpt-4o-2024-08-06,OpenAI,unknown,635,GPT-4o,GPT-4o
gpt-4o-2024-11-20,OpenAI,unknown,529,GPT-4o,GPT-4o
gpt-4o-2024-11-20-FC,OpenAI,unknown,529,GPT-4o,GPT-4o
gpt-4o-mini,OpenAI,unknown,655,GPT-4o mini,GPT-4o
GPT-4O-mini-2024-07-18,OpenAI,unknown,655,GPT-4o mini,GPT-4o
gpt-4o-mini-2024-07-18,OpenAI,unknown,655,GPT-4o mini,GPT-4o
gpt-4o-mini-2024-07-18-FC,OpenAI,unknown,655,GPT-4o mini,GPT-4o
GPT-5 (high),OpenAI,unknown,269,GPT-5,GPT-5
GPT-5 (High) Agent,OpenAI,unknown,269,GPT-5,GPT-5
GPT-5-mini (high),OpenAI,unknown,269,GPT-5 mini,GPT-5
GPT-5-nano (high),OpenAI,unknown,269,GPT-5 nano,GPT-5
GPT-5-nano (low),OpenAI,unknown,269,GPT-5 nano,GPT-5
GPT-5-Pro,OpenAI,unknown,269,GPT-5 Pro,GPT-5
GPT-5.1,OpenAI,unknown,172,GPT-5.1,GPT-5
GPT-5.1 (high),OpenAI,unknown,172,GPT-5.1,GPT-5
GPT-5.2 (high),OpenAI,unknown,143,GPT-5.2,GPT-5
GPT-5.2 (low),OpenAI,unknown,143,GPT-5.2,GPT-5
GPT-5.2 (xhigh),OpenAI,unknown,143,GPT-5.2,GPT-5
GPT-5.4 (xhigh),OpenAI,unknown,59,GPT-5.4,GPT-5
GPT-5.4-Pro (xhigh),OpenAI,unknown,59,GPT-5.4 Pro,GPT-5
GPT4.5,OpenAI,unknown,430,GPT-4.5,GPT-4
gpt4all-13b-snoozy,Nomic AI,13,1095,GPT4All 13B,GPT4All
GPT4o,OpenAI,unknown,720,GPT-4o,GPT-4o
gpt4o(2024-05-13),OpenAI,unknown,720,GPT-4o,GPT-4o
GPT4o_20240806,OpenAI,unknown,635,GPT-4o,GPT-4o
GPT4o_20241120,OpenAI,unknown,529,GPT-4o,GPT-4o
GPT4o_HIGH,OpenAI,unknown,720,GPT-4o,GPT-4o
GPT4o_MINI,OpenAI,unknown,655,GPT-4o mini,GPT-4o
GPT4V,OpenAI,unknown,908,GPT-4V,GPT-4
GPT4V_20240409,OpenAI,unknown,754,GPT-4V,GPT-4
GPT4V_20240409_HIGH,OpenAI,unknown,754,GPT-4V,GPT-4
GPT4V_HIGH,OpenAI,unknown,908,GPT-4V,GPT-4
Grok 3 (Think),xAI,unknown,438,Grok 3,Grok 3
Grok 3 Mini (high),xAI,unknown,438,Grok 3 Mini,Grok 3
Grok 3 Mini (low),xAI,unknown,438,Grok 3 Mini,Grok 3
Grok 4,xAI,unknown,298,Grok 4,Grok 4
Grok 4 (Specific Prompt),xAI,unknown,298,Grok 4,Grok 4
Grok 4 Fast (Reasoning) (Selfcheck Agent),xAI,unknown,226,Grok 4 Fast,Grok 4
Grok 4 Fast R,xAI,unknown,226,Grok 4 Fast,Grok 4
Grok 4.1 Fast (Reasoning),xAI,unknown,167,Grok 4.1,Grok 4
grok-2-vision-1212,xAI,unknown,507,Grok 2 Vision,Grok 2
Grok-3-Mini (High),xAI,unknown,438,Grok 3 Mini,Grok 3
Grok-4,xAI,unknown,298,Grok 4,Grok 4
guanaco-33b,Community,33,1073,Guanaco 33B,Guanaco
guanaco-65b,Community,65,1073,Guanaco 65B,Guanaco
h2ogpt-oasst-open-llama-13b,H2O.ai,13,949,H2OGPT 13B,H2OGPT
h2ovl-mississippi-1b,H2O.ai,1,unknown,H2OVL Mississippi 1B,H2OVL
h2ovl-mississippi-2b,H2O.ai,2,unknown,H2OVL Mississippi 2B,H2OVL
hendrydong/Mistral-RM-for-RAFT-GSHF-v0,Community,7,unknown,Mistral RM 7B,Mistral RM
HuggingFaceH4/starchat2-15b-v0.1,HuggingFace,15,unknown,StarChat2 15B,StarChat
HuggingFaceH4/zephyr-7b-alpha,HuggingFace,7,949,Zephyr 7B Alpha,Zephyr
HuggingFaceH4/zephyr-7b-beta,HuggingFace,7,908,Zephyr 7B Beta,Zephyr
HuggingFaceH4/zephyr-7b-gemma-v0.1,HuggingFace,7,unknown,Zephyr 7B Gemma,Zephyr
HunYuan-Standard-Vision,Tencent,unknown,unknown,Hunyuan Vision Standard,Hunyuan
HunYuan-Vision,Tencent,unknown,unknown,Hunyuan Vision,Hunyuan
iask_pro,iAsk.AI,unknown,unknown,iAsk Pro,iAsk
ibm-granite_granite-20b-functioncalling,IBM,20,unknown,Granite 20B,Granite
IDEA-CCNL/Ziya-LLaMA-7B-Reward,IDEA Research,7,unknown,Ziya LLaMA 7B,Ziya
idefics2_8b,HuggingFace,8,808,IDEFICS2 8B,IDEFICS
Idefics3-8B-Llama3,HuggingFace,8,655,IDEFICS3 8B,IDEFICS
idefics_80b_instruct,HuggingFace,80,949,IDEFICS 80B,IDEFICS
idefics_9b_instruct,HuggingFace,9,949,IDEFICS 9B,IDEFICS
infly/INF-ORM-Llama3.1-70B,Infly AI,70,unknown,INF-ORM 70B,Llama 3.1
instructblip_13b,Salesforce,13,1095,InstructBLIP 13B,InstructBLIP
instructblip_7b,Salesforce,7,1095,InstructBLIP 7B,InstructBLIP
internlm/internlm2-1_8b-reward,Shanghai AI Lab,1.8,unknown,InternLM2 1.8B,InternLM2
internlm/internlm2-20b-reward,Shanghai AI Lab,20,unknown,InternLM2 20B,InternLM2
internlm/internlm2-7b-reward,Shanghai AI Lab,7,unknown,InternLM2 7B,InternLM2
InternVL-Chat-V1-1,Shanghai AI Lab,unknown,829,InternVL v1.1,InternVL
InternVL-Chat-V1-2,Shanghai AI Lab,unknown,808,InternVL v1.2,InternVL
InternVL-Chat-V1-2-Plus,Shanghai AI Lab,unknown,790,InternVL v1.2 Plus,InternVL
InternVL-Chat-V1-5,Shanghai AI Lab,unknown,745,InternVL v1.5,InternVL
InternVL2-1B,Shanghai AI Lab,1,670,InternVL2 1B,InternVL2
InternVL2-26B,Shanghai AI Lab,26,670,InternVL2 26B,InternVL2
InternVL2-2B,Shanghai AI Lab,2,670,InternVL2 2B,InternVL2
InternVL2-40B,Shanghai AI Lab,40,670,InternVL2 40B,InternVL2
InternVL2-4B,Shanghai AI Lab,4,670,InternVL2 4B,InternVL2
InternVL2-76B,Shanghai AI Lab,76,670,InternVL2 76B,InternVL2
InternVL2-8B,Shanghai AI Lab,8,670,InternVL2 8B,InternVL2
InternVL2-8B-MPO,Shanghai AI Lab,8,670,InternVL2 8B,InternVL2
InternVL2-8B-MPO-CoT,Shanghai AI Lab,8,670,InternVL2 8B,InternVL2
InternVL2_5-1B,Shanghai AI Lab,1,514,InternVL2.5 1B,InternVL2.5
InternVL2_5-1B-MPO,Shanghai AI Lab,1,514,InternVL2.5 1B,InternVL2.5
InternVL2_5-26B,Shanghai AI Lab,26,514,InternVL2.5 26B,InternVL2.5
InternVL2_5-26B-COT,Shanghai AI Lab,26,514,InternVL2.5 26B,InternVL2.5
InternVL2_5-26B-MPO,Shanghai AI Lab,26,514,InternVL2.5 26B,InternVL2.5
InternVL2_5-2B,Shanghai AI Lab,2,514,InternVL2.5 2B,InternVL2.5
InternVL2_5-2B-MPO,Shanghai AI Lab,2,514,InternVL2.5 2B,InternVL2.5
InternVL2_5-38B,Shanghai AI Lab,38,514,InternVL2.5 38B,InternVL2.5
InternVL2_5-38B-MPO,Shanghai AI Lab,38,514,InternVL2.5 38B,InternVL2.5
InternVL2_5-4B,Shanghai AI Lab,4,514,InternVL2.5 4B,InternVL2.5
InternVL2_5-4B-MPO,Shanghai AI Lab,4,514,InternVL2.5 4B,InternVL2.5
InternVL2_5-78B,Shanghai AI Lab,78,514,InternVL2.5 78B,InternVL2.5
InternVL2_5-78B-COT,Shanghai AI Lab,78,514,InternVL2.5 78B,InternVL2.5
InternVL2_5-78B-MPO,Shanghai AI Lab,78,514,InternVL2.5 78B,InternVL2.5
InternVL2_5-8B,Shanghai AI Lab,8,514,InternVL2.5 8B,InternVL2.5
InternVL2_5-8B-BoN-8,Shanghai AI Lab,8,514,InternVL2.5 8B,InternVL2.5
InternVL2_5-8B-MPO,Shanghai AI Lab,8,514,InternVL2.5 8B,InternVL2.5
jamba-1.5-large,AI21 Labs,94,601,Jamba 1.5 Large,Jamba
Janus-1.3B,DeepSeek,1.3,514,Janus 1.3B,Janus
Janus-Pro-7B,DeepSeek,7,468,Janus Pro 7B,Janus
jondurbin/bagel-dpo-34b-v0.5,Community,34,unknown,Bagel DPO 34B,Bagel
JSL-MedLlama-3-8B-v2.0,John Snow Labs,8,unknown,MedLlama 3 8B,MedLlama
JTVL,unknown,unknown,unknown,unknown,unknown
K2-Think,Moonshot AI,1000,296,Kimi K2,Kimi K2
Kimi K2 Thinking,Moonshot AI,1000,296,Kimi K2,Kimi K2
Kimi K2.5 (Think),Moonshot AI,unknown,unknown,Kimi K2.5,Kimi K2
Kimi-k1.6-IOI,Moonshot AI,unknown,unknown,Kimi k1.6,Kimi k1
Kimi-k1.6-IOI-high,Moonshot AI,unknown,unknown,Kimi k1.6,Kimi k1
Kimi-K2-Thinking-Turbo,Moonshot AI,1000,296,Kimi K2,Kimi K2
koala-13b,Berkeley,13,1095,Koala 13B,Koala
Kosmos2,Microsoft,unknown,1027,Kosmos-2,Kosmos
LIMO,Shanghai AI Lab,32,468,LIMO 32B,Qwen2.5
Llama 3 70b Chat,Meta,70,745,Llama 3 70B,Llama 3
Llama 3.1 405B Instruct,Meta,405,649,Llama 3.1 405B,Llama 3.1
llama-13b,Meta,13,1164,Llama 1 13B,Llama 1
Llama-2-13b-chat,Meta,13,1020,Llama 2 13B,Llama 2
llama-2-13b-chat,Meta,13,1020,Llama 2 13B,Llama 2
Llama-2-13b-hf,Meta,13,1020,Llama 2 13B,Llama 2
llama-2-70b-chat,Meta,70,1020,Llama 2 70B,Llama 2
Llama-2-70b-chat,Meta,70,1020,Llama 2 70B,Llama 2
Llama-2-70b-hf,Meta,70,1020,Llama 2 70B,Llama 2
Llama-2-7b-chat,Meta,7,1020,Llama 2 7B,Llama 2
llama-2-7b-chat,Meta,7,1020,Llama 2 7B,Llama 2
Llama-2-7b-hf,Meta,7,1020,Llama 2 7B,Llama 2
Llama-3-MixSenseV1_1,Community,unknown,unknown,Llama 3 MixSense,Llama 3
Llama-3-VILA1.5-8b,NVIDIA,8,719,VILA1.5 8B,VILA
Llama-3.2-11B-Vision-Instruct,Meta,11,585,Llama 3.2 11B,Llama 3.2
Llama-3.2-90B-Vision-Instruct,Meta,90,585,Llama 3.2 90B,Llama 3.2
Llama-3_1-Nemotron-Nano-8B-v1,NVIDIA,8,unknown,Nemotron Nano 8B,Nemotron
Llama-3_1-Nemotron-Ultra-253B-v1,NVIDIA,253,unknown,Nemotron Ultra 253B,Nemotron
Llama-4-Maverick,Meta,400,393,Llama 4 Maverick,Llama 4
llama-4-maverick,Meta,400,393,Llama 4 Maverick,Llama 4
llama3-405b-instruct-maas,Meta,405,649,Llama 3.1 405B,Llama 3.1
Llama3-OpenBioLLM-70B,Saama AI Research,70,745,OpenBioLLM 70B,Llama 3
LLama3.3-70b-Ins,Meta,70,515,Llama 3.3 70B,Llama 3.3
LLaVA-CoT,Community,unknown,514,LLaVA-CoT,LLaVA
llava-internlm-7b,Community,7,unknown,LLaVA-InternLM 7B,LLaVA
llava-internlm2-20b,Community,20,unknown,LLaVA-InternLM2 20B,LLaVA
llava-internlm2-7b,Community,7,unknown,LLaVA-InternLM2 7B,LLaVA
llava-llama-3-8b,Community,8,745,LLaVA LLaMA-3 8B,LLaVA
llava-v1.5-13b-xtuner,Community,13,949,LLaVA v1.5 13B,LLaVA
llava-v1.5-7b-xtuner,Community,7,949,LLaVA v1.5 7B,LLaVA
llava_next_interleave_7b,Community,7,719,LLaVA-NeXT Interleave 7B,LLaVA-NeXT
llava_next_interleave_7b_dpo,Community,7,719,LLaVA-NeXT Interleave 7B,LLaVA-NeXT
llava_next_llama3,Community,8,745,LLaVA-NeXT LLaMA3,LLaVA-NeXT
llava_next_mistral_7b,Community,7,874,LLaVA-NeXT Mistral 7B,LLaVA-NeXT
llava_next_qwen_32b,Community,32,719,LLaVA-NeXT Qwen 32B,LLaVA-NeXT
llava_next_vicuna_13b,Community,13,874,LLaVA-NeXT Vicuna 13B,LLaVA-NeXT
llava_next_vicuna_7b,Community,7,874,LLaVA-NeXT Vicuna 7B,LLaVA-NeXT
llava_next_yi_34b,Community,34,719,LLaVA-NeXT Yi 34B,LLaVA-NeXT
llava_onevision_qwen2_0.5b_ov,Community,0.5,649,LLaVA-OneVision 0.5B,LLaVA-OneVision
llava_onevision_qwen2_0.5b_si,Community,0.5,649,LLaVA-OneVision 0.5B,LLaVA-OneVision
llava_onevision_qwen2_72b_ov,Community,72,649,LLaVA-OneVision 72B,LLaVA-OneVision
llava_onevision_qwen2_72b_si,Community,72,649,LLaVA-OneVision 72B,LLaVA-OneVision
llava_onevision_qwen2_7b_ov,Community,7,649,LLaVA-OneVision 7B,LLaVA-OneVision
llava_onevision_qwen2_7b_si,Community,7,649,LLaVA-OneVision 7B,LLaVA-OneVision
llava_v1.5_13b,Community,13,949,LLaVA v1.5 13B,LLaVA
llava_v1.5_7b,Community,7,949,LLaVA v1.5 7B,LLaVA
llava_v1_7b,Community,7,1027,LLaVA v1 7B,LLaVA
LxzGordon/URM-LLaMa-3-8B,Community,8,unknown,URM LLaMa 3 8B,Llama 3
LxzGordon/URM-LLaMa-3.1-8B,Community,8,unknown,URM LLaMa 3.1 8B,Llama 3.1
MadeAgents_Hammer2.1-0.5b,MadeAgents,0.5,unknown,Hammer 2.1 0.5B,Hammer
MadeAgents_Hammer2.1-1.5b,MadeAgents,1.5,unknown,Hammer 2.1 1.5B,Hammer
MadeAgents_Hammer2.1-3b,MadeAgents,3,unknown,Hammer 2.1 3B,Hammer
MadeAgents_Hammer2.1-7b,MadeAgents,7,unknown,Hammer 2.1 7B,Hammer
Mantis-8B-clip-llama3,TIGER Lab,8,745,Mantis 8B,Mantis
Mantis-8B-Fuyu,TIGER Lab,8,745,Mantis 8B,Mantis
Mantis-8B-Idefics2,TIGER Lab,8,745,Mantis 8B,Mantis
Mantis-8B-siglip-llama3,TIGER Lab,8,745,Mantis 8B,Mantis
mathstral-7B,Mistral AI,7,649,Mathstral 7B,Mathstral
mattshumer/Reflection-70B,Community,70,591,Reflection 70B,Llama 3.1
Meditron-7B,EPFL,7,908,Meditron 7B,Meditron
medlm,Google,unknown,unknown,MedLM,MedLM
medpalm2,Google,unknown,808,MedPaLM 2,MedPaLM
meetkai_functionary-medium-v3.1-FC,MeetKai,unknown,unknown,Functionary Medium v3.1,Functionary
meetkai_functionary-small-v3.1-FC,MeetKai,unknown,unknown,Functionary Small v3.1,Functionary
Meta-Llama-3-70B,Meta,70,745,Llama 3 70B,Llama 3
Meta-Llama-3-70B-Instruct,Meta,70,745,Llama 3 70B,Llama 3
meta-llama-3-70b-instruct,Meta,70,745,Llama 3 70B,Llama 3
Meta-Llama-3-8B,Meta,8,745,Llama 3 8B,Llama 3
Meta-Llama-3-8B-Instruct,Meta,8,745,Llama 3 8B,Llama 3
meta-llama-3-8b-instruct,Meta,8,745,Llama 3 8B,Llama 3
Meta-Llama-3.1-8B-Instruct,Meta,8,649,Llama 3.1 8B,Llama 3.1
Meta-Llama-3_1-70B,Meta,70,649,Llama 3.1 70B,Llama 3.1
Meta-Llama-3_1-70B-Instruct,Meta,70,649,Llama 3.1 70B,Llama 3.1
Meta-Llama-3_1-8B,Meta,8,649,Llama 3.1 8B,Llama 3.1
Meta-Llama-3_1-8B-Instruct,Meta,8,649,Llama 3.1 8B,Llama 3.1
meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,Meta,405,649,Llama 3.1 405B,Llama 3.1
meta-llama/Meta-Llama-3.1-70B-Instruct,Meta,70,649,Llama 3.1 70B,Llama 3.1
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,Meta,70,649,Llama 3.1 70B,Llama 3.1
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,Meta,8,649,Llama 3.1 8B,Llama 3.1
meta-llama_Llama-3-70b-chat-hf,Meta,70,745,Llama 3 70B,Llama 3
meta-llama_Llama-3.1-70B-Instruct,Meta,70,649,Llama 3.1 70B,Llama 3.1
meta-llama_Llama-3.1-70B-Instruct-FC,Meta,70,649,Llama 3.1 70B,Llama 3.1
meta-llama_Llama-3.1-8B-Instruct,Meta,8,649,Llama 3.1 8B,Llama 3.1
meta-llama_Llama-3.1-8B-Instruct-FC,Meta,8,649,Llama 3.1 8B,Llama 3.1
meta-llama_Llama-3.2-1B-Instruct,Meta,1,585,Llama 3.2 1B,Llama 3.2
meta-llama_Llama-3.2-3B-Instruct,Meta,3,585,Llama 3.2 3B,Llama 3.2
meta-llama_Llama-3.3-70B-Instruct,Meta,70,515,Llama 3.3 70B,Llama 3.3
meta-llama_Llama-3.3-70B-Instruct (repeat_user_prompt),Meta,70,515,Llama 3.3 70B,Llama 3.3
meta-llama_Meta-Llama-3-70B-Instruct,Meta,70,745,Llama 3 70B,Llama 3
meta-llama_Meta-Llama-3-8B-Instruct,Meta,8,745,Llama 3 8B,Llama 3
Meta-SecAlign-70B,Meta,70,unknown,SecAlign 70B,Llama 3
Meta-SecAlign-70B (repeat_user_prompt),Meta,70,unknown,SecAlign 70B,Llama 3
MetaStone-L1-7B,unknown,7,unknown,MetaStone L1 7B,MetaStone
Mini-InternVL-Chat-2B-V1-5,Shanghai AI Lab,2,745,Mini-InternVL v1.5 2B,InternVL
Mini-InternVL-Chat-4B-V1-5,Shanghai AI Lab,4,745,Mini-InternVL v1.5 4B,InternVL
MiniCPM-Llama3-V-2_5,OpenBMB,8,719,MiniCPM-V 2.5,MiniCPM
MiniCPM-o-2_6,OpenBMB,8,514,MiniCPM-o 2.6,MiniCPM
MiniCPM-V,OpenBMB,unknown,1027,MiniCPM-V,MiniCPM
MiniCPM-V-2,OpenBMB,unknown,949,MiniCPM-V 2,MiniCPM
MiniCPM-V-2_6,OpenBMB,8,591,MiniCPM-V 2.6,MiniCPM
MiniGPT-4-v1-13B,KAUST,13,1027,MiniGPT-4 v1 13B,MiniGPT-4
MiniGPT-4-v1-7B,KAUST,7,1027,MiniGPT-4 v1 7B,MiniGPT-4
MiniGPT-4-v2,KAUST,unknown,949,MiniGPT-4 v2,MiniGPT-4
MiniMax-M2,MiniMax,unknown,unknown,MiniMax-M2,MiniMax
minimonkey,unknown,unknown,unknown,minimonkey,minimonkey
mistral-7b-instruct-v0.1,Mistral AI,7,949,Mistral 7B v0.1,Mistral 7B
Mistral-7B-Instruct-v0.1,Mistral AI,7,949,Mistral 7B v0.1,Mistral 7B
mistral-7b-instruct-v0.2,Mistral AI,7,874,Mistral 7B v0.2,Mistral 7B
Mistral-7B-Instruct-v0.2,Mistral AI,7,874,Mistral 7B v0.2,Mistral 7B
Mistral-7B-Instruct-v0.3,Mistral AI,7,711,Mistral 7B v0.3,Mistral 7B
Mistral-7B-v0.1,Mistral AI,7,949,Mistral 7B v0.1,Mistral 7B
Mistral-7B-v0.2-hf,Mistral AI,7,874,Mistral 7B v0.2,Mistral 7B
mistral-large,Mistral AI,123,830,Mistral Large,Mistral Large
Mistral-Large,Mistral AI,123,830,Mistral Large,Mistral Large
mistral-large-2407,Mistral AI,123,648,Mistral Large 2407,Mistral Large
mistral-large-2407-FC,Mistral AI,123,648,Mistral Large 2407,Mistral Large
Mistral-Magistral-Medium,Mistral AI,unknown,unknown,Mistral Magistral Medium,Mistral Magistral
mistral-medium-2312,Mistral AI,unknown,874,Mistral Medium,Mistral Medium
mistral-small-2402,Mistral AI,22,808,Mistral Small 2402,Mistral Small
mistral-small-2402-FC,Mistral AI,22,808,Mistral Small 2402,Mistral Small
mistralai/Mixtral-8x7B-Instruct-v0.1,Mistral AI,47,874,Mixtral 8x7B,Mixtral
mistralai_Ministral-8B-Instruct-2410,Mistral AI,8,558,Ministral 8B,Ministral
Mixtral 8x22b Instruct,Mistral AI,141,746,Mixtral 8x22B,Mixtral
Mixtral-8x7B-Instruct-v0.1,Mistral AI,47,874,Mixtral 8x7B,Mixtral
mixtral-8x7b-instruct-v0.1,Mistral AI,47,874,Mixtral 8x7B,Mixtral
Mixtral-8x7B-v0.1,Mistral AI,47,874,Mixtral 8x7B,Mixtral
MMAlaya,DeepCtrl AI,unknown,unknown,MMAlaya,MMAlaya
MMAlaya2,DeepCtrl AI,unknown,unknown,MMAlaya2,MMAlaya
molmo-72B-0924,Allen AI,72,591,Molmo 72B,Molmo
molmo-7B-D-0924,Allen AI,7,591,Molmo 7B-D,Molmo
molmo-7B-O-0924,Allen AI,7,591,Molmo 7B-O,Molmo
molmoE-1B-0924,Allen AI,1,591,MolmoE 1B,MolmoE
monkey,Tsinghua,unknown,949,Monkey,Monkey
monkey-chat,Tsinghua,unknown,949,Monkey Chat,Monkey
